Date,Temperature_C,pH,Dissolved_Oxygen_mgL,Conductivity_uS_cm,Turbidity_NTU,TDS_mgL,Ammonia_mgL,Nitrates_mgL,Phosphates_mgL
2021-04-19,29.5,7.6,8.4,426.8,5.3,270.5,0.2,1.01,0.06
2021-04-22,27.9,7.6,8.9,509.7,6.9,321.0,0.23,0.91,0.07
2021-04-25,30.4,7.2,8.1,440.7,10.9,271.9,0.14,1.07,0.09
2021-04-28,30.6,7.5,8.4,515.1,4.2,317.3,0.1,1.5,0.05
2021-05-01,31.7,7.6,7.4,385.3,4.8,260.2,0.34,0.63,0.13
2021-05-04,33.0,7.5,7.2,472.7,4.6,331.4,0.08,0.82,0.1
2021-05-07,32.7,7.3,7.3,412.7,4.3,270.3,0.21,1.21,0.1
2021-05-10,31.9,7.5,8.1,386.4,15.0,266.0,0.14,0.88,0.05
2021-05-13,31.5,7.8,8.4,492.1,10.8,321.3,0.1,4.0,0.02
2021-05-16,34.7,7.7,7.0,508.6,2.6,327.2,0.05,1.06,0.05
2021-05-19,33.0,7.5,7.5,399.3,2.6,255.6,0.11,2.54,0.13
2021-05-22,33.2,7.6,7.5,370.8,4.8,237.9,0.08,2.77,0.03
2021-05-25,33.4,7.4,7.8,440.9,2.5,275.9,0.06,2.31,0.22
2021-05-28,33.8,7.2,7.0,427.7,6.8,287.1,0.06,0.55,0.1
2021-05-31,33.8,7.4,7.4,474.1,2.8,309.6,0.09,3.45,0.08
2021-06-03,33.6,7.7,7.7,504.8,5.7,341.6,0.15,0.64,0.08
2021-06-06,33.8,7.5,7.5,434.3,2.0,278.3,0.23,0.54,0.06
2021-06-09,34.4,7.5,7.2,553.3,3.9,355.7,0.07,1.04,0.08
2021-06-12,34.1,7.5,7.5,466.1,7.7,291.2,0.11,0.72,0.05
2021-06-15,34.1,7.8,7.0,425.3,5.3,278.7,0.1,0.7,0.11
2021-06-18,34.9,7.7,7.2,368.0,21.1,242.8,0.12,0.84,0.08
2021-06-21,34.7,7.8,7.0,452.9,12.4,287.6,0.22,0.79,0.09
2021-06-24,35.0,7.5,7.0,440.5,144.3,282.5,0.13,1.65,0.1
2021-06-27,32.9,7.5,7.7,498.1,2.2,326.3,0.24,0.71,0.02
2021-06-30,35.0,7.3,7.4,470.7,11.3,302.7,0.12,1.28,0.02
2021-07-03,35.0,7.7,7.0,391.8,14.1,239.7,0.14,4.0,0.1
2021-07-06,33.3,7.3,7.7,453.5,10.6,307.5,0.11,1.07,0.04
2021-07-09,34.7,7.5,7.6,462.5,2.7,288.7,0.22,1.53,0.06
2021-07-12,34.6,7.3,7.5,546.8,32.9,349.1,0.31,3.99,0.05
2021-07-15,33.7,7.4,7.8,495.9,3.5,314.3,0.15,0.65,0.02
2021-07-18,34.1,7.4,7.5,492.0,8.4,330.4,0.22,1.04,0.02
2021-07-21,33.7,7.4,7.4,452.4,13.9,314.8,0.06,2.4,0.11
2021-07-24,35.0,7.4,7.0,462.1,3.3,297.3,0.29,3.19,0.07
2021-07-27,35.0,7.4,7.0,510.6,13.9,341.1,0.07,1.42,0.06
2021-07-30,35.0,7.6,7.0,367.4,3.9,234.9,0.08,0.65,0.16
2021-08-02,34.5,7.3,7.8,455.3,143.1,307.7,0.06,2.82,0.03
2021-08-05,32.8,7.5,7.5,399.0,3.7,248.7,0.39,0.69,0.03
2021-08-08,33.1,7.7,7.5,458.6,17.3,311.4,0.24,0.94,0.09
2021-08-11,33.7,7.4,7.5,507.1,149.8,313.4,0.29,0.97,0.09
2021-08-14,32.1,7.4,7.8,433.0,8.2,280.4,0.24,1.09,0.05
2021-08-17,33.3,7.5,8.0,330.6,5.8,208.4,0.12,2.06,0.17
2021-08-20,32.3,7.7,7.5,417.0,5.2,282.0,0.31,2.12,0.16
2021-08-23,31.9,7.5,7.9,508.2,3.3,317.6,0.4,1.77,0.02
2021-08-26,32.4,7.4,7.5,484.2,8.1,311.4,0.12,0.52,0.03
2021-08-29,31.9,7.6,7.4,476.8,3.1,307.4,0.07,1.33,0.11
2021-09-01,30.9,7.3,7.9,443.2,6.0,288.4,0.16,1.88,0.04
2021-09-04,31.8,7.6,7.8,410.0,98.8,275.2,0.42,1.09,0.03
2021-09-07,29.7,7.6,8.3,497.6,17.6,309.5,0.26,3.4,0.1
2021-09-10,30.7,7.5,7.9,401.4,2.1,268.4,0.25,2.24,0.05
2021-09-13,30.3,7.4,7.8,575.4,3.1,403.5,0.32,1.52,0.05
2021-09-16,29.2,7.4,8.5,482.4,3.4,304.1,0.27,0.56,0.03
2021-09-19,29.3,7.6,8.1,426.0,4.7,280.4,0.2,1.56,0.07
2021-09-22,27.7,7.7,9.2,402.5,3.3,271.7,0.18,2.93,0.06
2021-09-25,29.0,7.4,8.6,443.6,5.4,281.2,0.08,0.98,0.03
2021-09-28,27.8,7.6,8.5,429.9,12.3,269.7,0.15,2.32,0.04
2021-10-01,27.1,7.2,9.0,514.1,8.2,334.3,0.12,0.88,0.07
2021-10-04,28.0,7.4,8.6,470.0,6.3,308.2,0.25,1.34,0.15
2021-10-07,26.2,7.5,9.4,392.7,2.5,264.3,0.12,1.55,0.15
2021-10-10,25.2,7.4,10.0,544.3,7.9,345.5,0.06,1.63,0.04
2021-10-13,24.7,7.4,9.2,463.7,2.9,299.5,0.05,2.64,0.09
2021-10-16,26.1,7.4,9.4,486.6,9.7,293.7,0.16,0.77,0.09
2021-10-19,24.2,7.5,9.8,426.9,3.4,285.8,0.13,0.8,0.1
2021-10-22,26.3,7.5,9.5,471.7,4.7,316.8,0.09,1.72,0.06
2021-10-25,22.8,7.2,10.3,469.0,4.2,305.2,0.07,0.7,0.02
2021-10-28,25.5,7.2,9.3,352.8,11.8,230.5,0.11,1.12,0.09
2021-10-31,24.0,7.4,9.8,538.6,2.7,344.6,0.06,0.52,0.03
2021-11-03,23.4,7.6,9.9,503.3,6.2,326.4,0.09,0.65,0.03
2021-11-06,22.7,7.1,10.6,437.2,2.8,284.9,0.1,1.64,0.07
2021-11-09,23.2,7.4,10.2,395.1,8.1,265.5,0.11,1.88,0.23
2021-11-12,22.5,7.4,10.9,466.0,13.8,303.2,0.11,0.62,0.03
2021-11-15,23.2,7.7,10.1,450.1,4.9,299.0,0.08,0.76,0.07
2021-11-18,22.1,7.4,10.2,464.7,5.3,303.9,0.24,0.6,0.04
2021-11-21,21.9,7.6,10.0,470.0,15.1,305.7,0.09,1.07,0.13
2021-11-24,21.2,7.5,10.1,472.0,5.7,289.7,0.08,0.63,0.07
2021-11-27,21.2,7.2,10.2,509.0,5.3,339.9,0.07,1.08,0.03
2021-11-30,21.3,7.6,10.7,485.8,6.3,332.9,0.09,1.82,0.04
2021-12-03,20.0,7.5,11.0,395.5,7.8,251.5,0.06,1.65,0.05
2021-12-06,20.0,7.6,10.5,518.4,2.6,324.3,0.05,0.83,0.03
2021-12-09,21.1,8.0,11.0,548.1,10.6,341.7,0.14,1.62,0.02
2021-12-12,20.6,7.2,10.7,607.4,4.9,407.1,0.15,3.13,0.08
2021-12-15,20.2,7.8,11.0,396.7,2.4,259.2,0.13,0.93,0.05
2021-12-18,20.2,7.5,11.0,450.4,9.7,287.0,0.19,0.9,0.08
2021-12-21,20.4,7.5,11.0,343.7,4.4,213.9,0.05,1.35,0.03
2021-12-24,20.0,7.5,10.9,483.8,2.5,318.8,0.32,0.78,0.07
2021-12-27,20.0,7.4,10.7,407.0,7.0,248.7,0.06,1.55,0.05
2021-12-30,20.2,7.4,10.3,548.2,12.6,357.3,0.16,2.29,0.02
2022-01-02,20.0,7.5,10.8,412.3,12.9,275.2,0.06,1.11,0.06
2022-01-05,20.3,7.3,10.8,366.0,17.8,219.1,0.26,1.64,0.02
2022-01-08,20.0,7.6,10.7,436.8,12.1,263.2,0.12,1.56,0.11
2022-01-11,20.9,7.4,10.7,354.6,99.0,243.4,0.06,0.54,0.07
2022-01-14,20.6,7.3,10.9,502.3,76.3,316.7,0.15,0.7,0.06
2022-01-17,20.5,7.4,10.8,336.8,10.5,231.9,0.05,2.74,0.03
2022-01-20,21.2,7.7,10.5,452.8,4.3,297.7,0.2,3.3,0.04
2022-01-23,21.9,7.4,10.5,347.0,6.6,228.0,0.16,2.02,0.05
2022-01-26,21.5,7.6,10.7,423.3,6.7,288.0,0.07,3.04,0.07
2022-01-29,20.0,7.4,10.7,541.7,4.3,342.1,0.1,0.87,0.03
2022-02-01,20.1,7.6,11.0,491.3,13.7,323.9,0.05,0.78,0.02
2022-02-04,20.8,7.6,10.8,406.7,138.0,258.3,0.17,0.98,0.04
2022-02-07,21.5,7.8,10.6,453.5,5.1,295.1,0.09,0.56,0.05
2022-02-10,22.2,7.5,10.6,451.7,32.0,306.6,0.13,2.16,0.03
2022-02-13,21.4,7.6,10.7,466.5,5.4,300.8,0.36,4.0,0.05
2022-02-16,22.4,7.5,10.6,363.4,3.0,237.0,0.09,2.24,0.04
2022-02-19,22.0,7.7,10.6,472.6,5.6,302.5,0.5,1.31,0.05
2022-02-22,22.4,7.4,10.2,300.9,10.4,204.4,0.15,0.85,0.04
2022-02-25,22.0,7.6,10.6,435.5,9.5,287.5,0.08,0.72,0.07
2022-02-28,22.7,7.5,9.9,424.4,9.8,288.4,0.11,0.95,0.02
2022-03-03,22.7,7.5,10.3,478.2,8.2,308.3,0.18,1.6,0.03
2022-03-06,23.4,7.5,10.1,460.0,3.5,284.0,0.11,1.09,0.05
2022-03-09,25.4,7.5,9.5,368.5,11.9,249.7,0.06,3.22,0.04
2022-03-12,24.1,7.5,9.9,393.1,13.2,246.4,0.07,2.43,0.04
2022-03-15,27.3,7.5,8.5,460.6,3.1,293.7,0.21,0.61,0.1
2022-03-18,26.0,7.7,9.2,456.3,2.7,304.9,0.15,0.64,0.13
2022-03-21,26.1,7.6,9.4,426.1,20.6,285.8,0.13,1.63,0.03
2022-03-24,25.7,7.6,9.5,428.4,12.1,285.5,0.07,0.76,0.11
2022-03-27,27.3,7.4,8.7,485.6,13.2,324.5,0.23,2.07,0.05
2022-03-30,26.7,7.4,9.6,428.1,12.9,282.3,0.37,1.39,0.04
2022-04-02,27.6,7.6,8.7,447.6,5.9,281.0,0.05,0.76,0.23
2022-04-05,30.0,7.6,8.6,548.2,7.2,348.5,0.06,1.15,0.11
2022-04-08,28.2,7.7,8.9,379.3,5.9,257.6,0.27,1.02,0.28
2022-04-11,29.6,7.4,8.2,346.7,2.3,202.7,0.22,2.56,0.03
2022-04-14,28.5,7.5,9.3,490.0,8.8,323.9,0.15,0.53,0.03
2022-04-17,29.4,7.3,8.1,411.3,5.5,265.4,0.34,2.76,0.05
2022-04-20,31.2,7.4,8.3,459.5,7.2,294.1,0.15,1.56,0.07
2022-04-23,29.7,7.6,8.7,410.5,5.5,270.6,0.07,1.84,0.03
2022-04-26,32.0,7.4,7.6,423.0,5.4,266.6,0.18,0.5,0.12
2022-04-29,31.4,7.6,8.4,528.6,2.9,343.1,0.15,1.49,0.06
2022-05-02,30.8,7.5,8.1,495.3,3.6,316.3,0.48,1.39,0.05
2022-05-05,32.1,7.5,7.9,509.8,2.9,359.1,0.07,1.27,0.07
2022-05-08,32.7,7.3,7.7,373.3,3.1,256.5,0.14,2.04,0.07
2022-05-11,32.7,7.5,7.6,376.6,20.1,221.3,0.2,1.31,0.02
2022-05-14,31.2,7.1,8.3,316.2,2.8,212.3,0.09,2.45,0.3
2022-05-17,32.2,7.5,8.0,395.7,3.6,250.9,0.1,0.76,0.04
2022-05-20,32.8,7.3,7.1,493.5,6.5,317.1,0.27,2.14,0.02
2022-05-23,33.2,7.7,7.9,473.3,6.7,307.6,0.1,0.7,0.12
2022-05-26,34.0,7.6,7.0,438.2,2.8,277.0,0.15,2.18,0.27
2022-05-29,33.9,7.6,7.6,455.8,9.9,301.1,0.27,3.32,0.1
2022-06-01,32.9,7.7,7.9,408.7,9.7,261.4,0.07,0.91,0.12
2022-06-04,34.4,7.4,7.0,457.5,3.4,289.4,0.45,1.25,0.07
2022-06-07,34.8,7.8,7.0,488.2,3.7,310.2,0.17,1.57,0.15
2022-06-10,34.9,7.6,7.0,370.7,15.9,231.0,0.12,0.58,0.02
2022-06-13,35.0,7.5,7.0,466.0,10.7,285.0,0.11,1.18,0.09
2022-06-16,35.0,7.7,7.0,501.0,8.0,323.5,0.36,0.95,0.08
2022-06-19,35.0,7.3,7.2,437.7,2.4,275.7,0.07,2.56,0.02
2022-06-22,34.8,7.4,7.4,489.0,4.7,317.5,0.09,2.59,0.06
2022-06-25,33.6,7.4,7.8,595.3,6.1,388.0,0.09,1.71,0.06
2022-06-28,35.0,7.4,7.0,429.0,3.0,294.2,0.08,1.57,0.08
2022-07-01,35.0,7.3,7.0,470.2,5.0,312.5,0.11,1.82,0.02
2022-07-04,35.0,7.7,7.0,417.9,6.6,265.7,0.5,0.96,0.1
2022-07-07,34.0,7.5,7.0,466.4,4.0,315.8,0.27,1.02,0.03
2022-07-10,34.1,7.6,7.5,466.1,9.6,305.6,0.09,1.31,0.05
2022-07-13,35.0,7.4,7.5,453.2,11.2,287.8,0.1,3.28,0.13
2022-07-16,34.8,7.2,7.0,393.3,112.1,245.5,0.16,1.79,0.06
2022-07-19,35.0,7.5,7.0,465.7,11.1,296.6,0.05,1.3,0.04
2022-07-22,34.6,7.2,7.1,533.4,2.5,350.0,0.22,1.97,0.02
2022-07-25,34.5,7.5,7.2,468.4,11.1,306.2,0.26,0.96,0.08
2022-07-28,35.0,7.3,7.0,507.2,2.8,328.0,0.24,1.81,0.24
2022-07-31,33.7,7.8,7.5,439.4,2.4,288.6,0.1,1.03,0.14
2022-08-03,34.0,7.6,7.1,486.3,7.1,316.1,0.11,0.83,0.08
2022-08-06,33.3,7.5,7.4,461.8,5.2,268.2,0.05,1.44,0.03
2022-08-09,33.1,7.7,7.7,409.9,13.9,267.8,0.1,1.66,0.03
2022-08-12,33.0,7.4,7.5,469.2,4.3,313.5,0.11,1.11,0.03
2022-08-15,33.1,7.6,7.4,423.2,3.7,267.4,0.29,1.33,0.04
2022-08-18,32.3,7.5,7.7,409.8,5.5,268.0,0.27,1.68,0.03
2022-08-21,33.4,7.5,7.4,464.6,5.0,297.4,0.39,1.96,0.03
2022-08-24,31.4,7.7,7.9,459.6,4.1,305.6,0.27,2.76,0.07
2022-08-27,31.6,7.6,7.8,381.8,7.9,252.4,0.05,0.94,0.04
2022-08-30,31.1,7.5,8.5,502.6,9.1,319.3,0.15,3.53,0.08
2022-09-02,32.3,7.3,7.9,480.0,57.1,317.9,0.06,1.51,0.17
2022-09-05,31.0,7.4,8.0,443.9,20.0,294.4,0.08,2.05,0.07
2022-09-08,31.3,7.5,8.2,371.3,3.6,251.6,0.14,1.7,0.09
2022-09-11,28.9,7.5,8.5,431.5,8.3,288.4,0.17,0.73,0.09
2022-09-14,29.9,7.3,8.7,430.4,4.5,296.3,0.16,0.57,0.04
2022-09-17,30.1,7.9,8.4,434.9,7.7,295.3,0.06,1.8,0.02
2022-09-20,29.0,7.7,8.6,430.9,5.2,266.7,0.06,1.22,0.02
2022-09-23,29.4,7.6,8.6,349.8,27.4,235.9,0.06,1.71,0.04
2022-09-26,27.8,7.5,8.5,438.5,8.5,279.9,0.06,1.15,0.08
2022-09-29,28.9,7.5,8.3,444.5,17.2,277.0,0.07,0.87,0.14
2022-10-02,29.3,7.4,8.2,476.6,11.0,335.1,0.17,0.84,0.18
2022-10-05,26.8,7.5,9.2,413.6,13.7,277.4,0.23,1.81,0.02
2022-10-08,26.3,7.5,9.8,526.3,10.4,335.0,0.1,0.82,0.25
2022-10-11,27.4,7.3,9.7,343.1,5.1,210.0,0.17,1.75,0.04
2022-10-14,27.2,7.6,9.3,518.7,3.5,355.8,0.07,0.98,0.11
2022-10-17,25.1,7.5,9.8,426.0,4.3,260.9,0.41,1.97,0.03
2022-10-20,24.8,7.2,9.2,488.8,2.1,305.7,0.09,0.65,0.02
2022-10-23,24.6,7.4,9.6,444.0,5.7,280.6,0.24,0.73,0.04
2022-10-26,23.3,7.4,9.9,512.5,5.5,343.5,0.34,1.66,0.12
2022-10-29,23.3,7.8,9.9,448.6,5.7,292.1,0.25,1.32,0.03
2022-11-01,22.9,7.6,10.2,382.1,20.3,242.6,0.06,0.73,0.03
2022-11-04,22.8,7.3,10.1,502.5,14.1,336.8,0.16,2.83,0.14
2022-11-07,23.1,7.6,9.6,443.1,2.9,278.1,0.06,0.82,0.16
2022-11-10,23.0,7.3,10.4,461.2,4.3,301.7,0.05,1.05,0.02
2022-11-13,23.7,7.7,9.7,513.9,4.8,332.3,0.06,0.73,0.08
2022-11-16,21.4,7.4,10.7,393.9,4.2,269.6,0.3,0.99,0.04
2022-11-19,22.7,7.5,10.9,477.8,10.0,326.3,0.29,1.18,0.04
2022-11-22,21.5,7.7,10.3,424.2,5.7,284.2,0.08,0.85,0.05
2022-11-25,21.4,7.3,9.9,453.8,119.7,293.2,0.13,1.97,0.05
2022-11-28,21.8,7.3,10.4,434.1,11.6,287.4,0.36,1.0,0.06
2022-12-01,20.1,7.4,11.0,371.3,10.2,234.7,0.12,1.81,0.06
2022-12-04,21.1,7.7,11.0,413.2,2.7,269.4,0.1,0.73,0.05
2022-12-07,20.8,7.3,10.4,508.4,8.3,322.5,0.12,0.97,0.08
2022-12-10,20.9,7.1,10.9,511.6,4.9,336.7,0.21,0.51,0.08
2022-12-13,20.6,7.4,10.7,440.5,3.7,299.7,0.11,1.92,0.05
2022-12-16,22.2,7.6,10.4,461.7,2.3,295.7,0.2,1.48,0.03
2022-12-19,20.0,7.7,11.0,440.8,5.3,281.1,0.11,2.2,0.07
2022-12-22,20.0,7.4,10.5,511.9,4.2,337.1,0.08,1.11,0.09
2022-12-25,20.0,7.4,11.0,421.5,3.4,283.6,0.09,2.11,0.07
2022-12-28,20.0,7.7,11.0,457.3,7.9,296.6,0.06,1.54,0.06
2022-12-31,20.0,7.2,11.0,517.6,9.3,339.5,0.12,0.5,0.03
2023-01-03,21.0,7.4,10.8,407.8,3.4,270.8,0.07,0.79,0.07
2023-01-06,21.2,7.5,10.8,519.5,2.3,332.5,0.22,1.18,0.04
2023-01-09,20.0,7.6,10.9,382.7,95.9,244.4,0.1,1.46,0.15
2023-01-12,20.0,7.4,11.0,528.2,2.1,330.4,0.19,0.57,0.07
2023-01-15,20.6,7.5,10.7,426.3,15.8,273.5,0.36,1.72,0.04
2023-01-18,20.0,7.1,11.0,439.4,6.9,300.7,0.24,1.28,0.05
2023-01-21,21.0,7.4,10.6,363.2,3.9,243.7,0.35,1.25,0.11
2023-01-24,20.8,7.6,10.9,451.1,3.4,293.3,0.13,0.85,0.04
2023-01-27,20.0,7.4,11.0,406.3,2.0,279.0,0.07,1.4,0.06
2023-01-30,22.2,7.5,10.8,431.2,3.3,287.5,0.32,0.53,0.08
2023-02-02,22.6,7.6,10.3,438.1,2.7,290.6,0.25,0.57,0.09
2023-02-05,20.8,7.4,10.2,487.6,6.7,310.0,0.25,1.82,0.03
2023-02-08,21.3,7.5,11.0,461.0,2.9,307.9,0.17,0.89,0.06
2023-02-11,22.0,7.4,10.2,466.5,5.8,293.0,0.15,0.93,0.14
2023-02-14,22.3,7.5,10.2,384.4,6.5,237.2,0.05,0.73,0.19
2023-02-17,22.9,7.6,10.1,404.2,3.8,258.7,0.19,1.09,0.07
2023-02-20,24.2,7.5,10.3,543.9,2.2,348.8,0.06,0.55,0.23
2023-02-23,22.8,7.4,9.6,416.8,2.2,267.5,0.08,0.86,0.06
2023-02-26,22.6,7.5,11.0,537.9,2.1,335.7,0.13,1.25,0.05
2023-03-01,22.5,7.6,10.7,440.8,8.7,297.1,0.11,1.13,0.06
2023-03-04,23.3,7.2,10.2,445.0,3.9,303.5,0.05,4.0,0.03
2023-03-07,24.2,7.7,9.9,498.4,10.0,311.0,0.22,0.99,0.05
2023-03-10,26.0,7.4,9.5,501.6,4.8,336.2,0.26,0.99,0.05
2023-03-13,24.5,7.6,9.9,462.3,5.0,286.5,0.16,1.2,0.11
2023-03-16,25.5,7.7,9.7,430.7,5.6,285.6,0.13,0.71,0.09
2023-03-19,25.7,7.3,9.6,445.0,8.2,288.8,0.37,2.59,0.07
2023-03-22,27.0,7.4,9.2,457.6,3.6,288.5,0.06,1.35,0.04
2023-03-25,28.5,7.5,8.7,523.9,2.6,345.6,0.18,0.71,0.03
2023-03-28,26.4,7.4,9.2,439.5,6.1,297.0,0.06,2.08,0.04
2023-03-31,26.8,7.8,9.1,476.7,4.0,299.9,0.1,0.53,0.08
2023-04-03,28.5,7.4,9.1,536.1,4.9,361.8,0.14,4.0,0.04
2023-04-06,28.6,7.4,8.9,475.1,7.2,316.1,0.18,2.5,0.05
2023-04-09,29.9,7.5,7.5,475.2,5.4,318.5,0.05,1.37,0.04
2023-04-12,29.2,7.3,8.7,392.1,6.8,272.6,0.08,0.62,0.09
2023-04-15,28.9,7.4,8.7,323.5,5.9,205.9,0.13,0.74,0.13
2023-04-18,30.0,7.5,8.3,458.9,8.7,303.2,0.13,0.83,0.08
2023-04-21,30.8,7.5,8.0,442.7,8.1,295.1,0.15,0.78,0.04
2023-04-24,30.9,7.5,8.4,427.3,5.8,286.4,0.09,1.19,0.05
2023-04-27,31.0,7.4,8.3,482.9,7.7,317.3,0.13,3.39,0.03
2023-04-30,31.8,7.3,7.6,433.0,12.3,268.7,0.07,1.09,0.03
2023-05-03,32.2,7.5,7.9,518.4,4.8,356.4,0.07,1.58,0.03
2023-05-06,32.7,7.8,7.3,456.1,4.7,297.2,0.14,1.67,0.03
2023-05-09,32.5,7.5,7.3,421.0,9.2,262.3,0.17,2.55,0.03
2023-05-12,32.1,7.5,7.6,498.5,6.4,317.7,0.06,0.53,0.03
2023-05-15,32.7,7.6,7.9,430.7,2.4,287.3,0.06,1.02,0.03
2023-05-18,33.8,7.3,7.6,483.8,13.1,339.4,0.13,2.04,0.07
2023-05-21,32.4,7.8,7.8,432.7,2.2,273.4,0.08,2.19,0.25
2023-05-24,33.6,7.5,7.6,427.2,8.9,292.9,0.1,3.12,0.13
2023-05-27,33.3,7.7,7.6,454.1,9.1,278.3,0.1,1.71,0.02
2023-05-30,33.8,7.4,7.1,444.6,17.3,285.0,0.07,0.78,0.05
2023-06-02,35.0,7.8,7.1,458.4,2.3,294.1,0.05,1.2,0.12
2023-06-05,34.3,7.6,7.4,444.8,6.5,285.9,0.24,0.53,0.03
2023-06-08,34.4,7.6,7.4,362.4,4.8,236.1,0.18,1.54,0.11
2023-06-11,33.4,7.5,7.8,418.7,4.0,272.3,0.17,1.31,0.06
2023-06-14,35.0,7.5,7.2,484.3,2.5,315.6,0.13,1.6,0.15
2023-06-17,35.0,7.7,7.1,430.5,6.1,272.0,0.17,3.16,0.12
2023-06-20,35.0,7.5,7.3,422.9,5.3,277.2,0.32,1.66,0.08
2023-06-23,34.7,7.2,7.1,491.1,2.6,308.5,0.16,0.89,0.07
2023-06-26,35.0,7.3,7.0,403.1,6.7,255.2,0.08,0.72,0.03
2023-06-29,35.0,7.5,7.0,368.7,8.7,239.6,0.13,2.43,0.03
2023-07-02,35.0,7.5,7.0,434.6,9.3,273.3,0.11,0.72,0.05
2023-07-05,34.9,7.5,7.0,409.5,13.8,266.6,0.13,0.68,0.03
2023-07-08,35.0,7.7,7.0,421.9,4.6,267.8,0.12,0.73,0.03
2023-07-11,35.0,7.2,7.0,453.8,17.3,293.3,0.25,1.21,0.04
2023-07-14,35.0,7.5,7.0,466.8,12.0,310.7,0.16,0.63,0.12
2023-07-17,34.4,7.2,7.0,452.3,3.8,281.1,0.07,3.28,0.02
2023-07-20,34.8,7.6,7.1,469.5,2.9,299.9,0.06,3.89,0.04
2023-07-23,35.0,7.5,7.0,552.6,4.9,386.0,0.11,4.0,0.05
2023-07-26,33.6,7.6,7.1,424.7,4.6,266.9,0.05,0.54,0.06
2023-07-29,34.3,7.4,7.4,474.8,6.3,288.2,0.09,3.42,0.03
2023-08-01,33.5,7.7,7.7,419.1,6.4,281.7,0.1,4.0,0.19
2023-08-04,34.8,7.7,7.0,394.3,8.9,248.8,0.1,3.35,0.06
2023-08-07,32.4,7.6,7.5,428.0,5.6,290.1,0.44,1.61,0.06
2023-08-10,33.0,7.5,7.3,439.0,2.6,304.6,0.09,1.71,0.02
2023-08-13,33.5,7.6,7.1,493.9,11.8,309.7,0.08,0.63,0.05
2023-08-16,34.1,7.4,7.5,555.5,3.9,330.1,0.06,2.57,0.11
2023-08-19,32.6,7.6,7.6,421.2,19.8,268.7,0.12,0.56,0.03
2023-08-22,31.9,7.7,7.8,425.1,2.6,287.8,0.07,0.88,0.04
2023-08-25,33.5,7.7,7.0,454.7,17.9,303.3,0.15,4.0,0.02
2023-08-28,30.6,7.4,8.4,455.1,2.5,297.3,0.07,1.05,0.21
2023-08-31,29.6,7.6,8.1,450.5,3.3,297.7,0.14,0.64,0.02
2023-09-03,31.4,7.3,8.0,506.4,2.2,341.0,0.23,3.98,0.13
2023-09-06,30.3,7.6,8.3,329.5,8.1,228.3,0.05,4.0,0.04
2023-09-09,29.5,7.6,8.9,324.2,11.5,203.8,0.1,0.71,0.06
2023-09-12,30.6,7.2,7.8,431.8,4.8,265.9,0.11,2.5,0.08
2023-09-15,29.8,7.3,7.5,515.1,15.2,321.1,0.21,0.99,0.03
2023-09-18,28.8,7.5,8.7,377.7,6.5,237.0,0.11,0.98,0.05
2023-09-21,27.8,7.5,9.4,315.8,7.0,199.1,0.13,0.8,0.04
2023-09-24,29.2,7.3,8.9,482.7,11.3,315.8,0.21,0.55,0.02
2023-09-27,28.6,7.6,8.8,450.0,3.8,299.5,0.13,0.81,0.11
2023-09-30,27.6,7.5,8.8,409.1,4.2,269.6,0.09,0.56,0.02
2023-10-03,28.8,7.5,8.9,394.7,13.8,252.2,0.06,3.08,0.07
2023-10-06,26.1,7.4,9.1,410.6,13.6,275.8,0.18,1.58,0.04
2023-10-09,25.3,7.7,9.7,471.3,20.8,303.8,0.25,2.68,0.03
2023-10-12,25.6,7.7,9.7,423.3,13.6,269.9,0.4,1.76,0.07
2023-10-15,25.8,7.4,9.8,459.7,2.7,317.7,0.31,0.64,0.06
2023-10-18,25.6,7.4,10.3,298.1,10.7,189.9,0.21,3.32,0.04
2023-10-21,24.9,7.6,9.8,420.4,4.6,288.9,0.15,2.8,0.06
2023-10-24,25.0,7.4,9.5,392.0,25.4,241.7,0.2,0.93,0.03
2023-10-27,23.3,7.5,10.1,438.0,5.2,278.1,0.11,0.62,0.12
2023-10-30,25.1,7.6,9.1,430.7,6.0,282.0,0.14,1.72,0.04
2023-11-02,23.6,7.2,9.8,496.9,5.8,332.1,0.09,1.8,0.03
2023-11-05,24.2,7.7,9.8,359.8,3.9,241.5,0.09,2.77,0.09
2023-11-08,23.3,7.5,10.0,450.2,2.4,286.2,0.19,0.55,0.02
2023-11-11,23.1,7.4,10.2,474.8,13.3,301.5,0.11,0.65,0.04
2023-11-14,22.9,7.5,10.0,551.4,10.1,367.2,0.07,1.41,0.04
2023-11-17,22.5,7.5,10.7,431.4,2.8,295.6,0.07,1.47,0.13
2023-11-20,22.4,7.2,10.4,463.6,9.5,272.1,0.25,0.53,0.17
2023-11-23,22.7,7.7,10.3,370.6,6.9,241.9,0.16,1.01,0.08
2023-11-26,21.6,7.5,10.5,329.1,4.6,213.0,0.13,1.38,0.05
2023-11-29,21.7,7.6,10.6,483.7,3.5,306.2,0.1,1.84,0.07
2023-12-02,20.9,7.6,11.0,442.1,11.8,278.3,0.11,0.88,0.05
2023-12-05,21.9,7.3,10.2,499.1,8.0,334.0,0.06,1.16,0.04
2023-12-08,20.1,7.6,10.8,378.6,6.0,244.2,0.11,2.18,0.17
2023-12-11,21.9,7.5,10.4,488.3,6.7,303.3,0.21,3.58,0.03
