ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ActivityConductingOrganizationText,ActivityCommentText,SampleAquifer,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,ResultCommentText,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate
nwismn.01.01900376,Quality Control Sample-Field Replicate,Water,Surface Water,2019-08-06,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57727A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.16,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2019-08-20,,0.02,mg/l as P,
nwismn.01.01900376,Quality Control Sample-Field Replicate,Water,Surface Water,2019-08-06,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57727A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.07,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2019-08-21,,0.02,mg/l as P,
nwismn.01.01900376,Quality Control Sample-Field Replicate,Water,Surface Water,2019-08-06,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57727A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.327,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2019-09-10,,0.03,mg/l,
nwismn.01.01900376,Quality Control Sample-Field Replicate,Water,Surface Water,2019-08-06,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57727A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Turbidity,Total,23.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2019-08-09,,2.0,NTRU,
nwismn.01.01900376,Quality Control Sample-Field Replicate,Water,Surface Water,2019-08-06,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,MM-57727A,,40,USGS parameter code 82398,Multiple verticals,US WBH-96 weighted-bottle sampler,,Chlorophyll a,,5.9,ug/l,,Accepted,Actual,,,,,,,,,,00050,USGS,"Plant pigments, sonication & 445",2019-08-19,,0.1,ug/l,2019-08-19
nwismn.01.02000149,Sample-Routine,Water,Surface Water,2020-02-21,10:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00895A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Total,0.04,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-02-27,,0.02,mg/l as P,
nwismn.01.02000149,Sample-Routine,Water,Surface Water,2020-02-21,10:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00895A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Dissolved,0.03,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-02-27,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02000149,Sample-Routine,Water,Surface Water,2020-02-21,10:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00895A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Nitrogen,Suspended,0.041,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-03-17,below the reporting level but at or above the detection level,0.03,mg/l,
nwismn.01.02000149,Sample-Routine,Water,Surface Water,2020-02-21,10:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00895A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Turbidity,Total,2.5,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-02-26,value extrapolated at low end,2.0,NTRU,
nwismn.01.02000205,Quality Control Sample-Field Replicate,Water,Surface Water,2020-06-02,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00911A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.14,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-06-08,,0.02,mg/l as P,
nwismn.01.02000205,Quality Control Sample-Field Replicate,Water,Surface Water,2020-06-02,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00911A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.04,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-06-09,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02000205,Quality Control Sample-Field Replicate,Water,Surface Water,2020-06-02,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00911A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.45,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-07-02,,0.03,mg/l,
nwismn.01.02000205,Quality Control Sample-Field Replicate,Water,Surface Water,2020-06-02,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00911A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Turbidity,Total,38.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-06-05,,2.0,NTRU,
nwismn.01.02000153,Sample-Routine,Water,Surface Water,2020-03-06,10:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00898A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Total,0.12,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-03-13,,0.02,mg/l as P,
nwismn.01.02000153,Sample-Routine,Water,Surface Water,2020-03-06,10:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00898A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Dissolved,0.08,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-03-13,sample was diluted,0.02,mg/l as P,
nwismn.01.02000153,Sample-Routine,Water,Surface Water,2020-03-06,10:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00898A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Nitrogen,Suspended,0.103,mg/l,,Accepted,Actual,,,,,"Sample submitted on 47mm filter,  subsampled filter for analysis, sample volume based on weight ratio.  For questions, contact: labhelp@usgs.gov or: Armin Burdick 303-236-3238 aburdick@usgs.gov",,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-04-01,see result laboratory comment,0.03,mg/l,
nwismn.01.02000153,Sample-Routine,Water,Surface Water,2020-03-06,10:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00898A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Turbidity,Total,5.6,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-03-12,value extrapolated at low end,2.0,NTRU,
nwismn.01.02000168,Sample-Routine,Water,Surface Water,2020-04-30,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00903A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Total,0.06,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-05-06,,0.02,mg/l as P,
nwismn.01.02000168,Sample-Routine,Water,Surface Water,2020-04-30,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00903A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-05-11,,0.02,mg/l as P,
nwismn.01.02000168,Sample-Routine,Water,Surface Water,2020-04-30,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00903A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Nitrogen,Suspended,0.285,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-06-05,,0.03,mg/l,
nwismn.01.02000168,Sample-Routine,Water,Surface Water,2020-04-30,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00903A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Turbidity,Total,12.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-05-08,value extrapolated at low end,2.0,NTRU,
nwismn.01.02100014,Sample-Routine,Water,Surface Water,2020-10-28,12:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03321A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.05,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-11-18,,0.02,mg/l as P,
nwismn.01.02100014,Sample-Routine,Water,Surface Water,2020-10-28,12:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03321A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.02,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-11-19,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02100014,Sample-Routine,Water,Surface Water,2020-10-28,12:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03321A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.18,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-12-01,,0.03,mg/l,
nwismn.01.02100014,Sample-Routine,Water,Surface Water,2020-10-28,12:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03321A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Turbidity,Total,6.3,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-10-30,value extrapolated at low end,2.0,NTRU,
nwismn.01.02000243,Sample-Routine,Water,Surface Water,2020-07-17,12:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01759A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.11,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-08-04,,0.02,mg/l as P,
nwismn.01.02000243,Sample-Routine,Water,Surface Water,2020-07-17,12:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01759A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.05,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-08-04,,0.02,mg/l as P,
nwismn.01.02000243,Sample-Routine,Water,Surface Water,2020-07-17,12:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01759A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.329,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-08-21,,0.03,mg/l,
nwismn.01.02000243,Sample-Routine,Water,Surface Water,2020-07-17,12:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01759A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Turbidity,Total,22.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-07-27,,2.0,NTRU,
nwismn.01.02000278,Quality Control Sample-Field Replicate,Water,Surface Water,2020-07-31,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01761A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.21,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-08-17,,0.02,mg/l as P,
nwismn.01.02000278,Quality Control Sample-Field Replicate,Water,Surface Water,2020-07-31,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01761A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.1,mg/l as P,,Accepted,Actual,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-09-01,holding time exceededsee result laboratory comment,0.02,mg/l as P,
nwismn.01.02000278,Quality Control Sample-Field Replicate,Water,Surface Water,2020-07-31,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01761A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.293,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-09-08,,0.03,mg/l,
nwismn.01.02000278,Quality Control Sample-Field Replicate,Water,Surface Water,2020-07-31,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01761A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Turbidity,Total,67.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-08-07,,2.0,NTRU,
nwismn.01.02000164,Sample-Routine,Water,Surface Water,2020-04-23,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00901A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Total,0.05,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-04-29,,0.02,mg/l as P,
nwismn.01.02000164,Sample-Routine,Water,Surface Water,2020-04-23,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00901A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-05-06,,0.02,mg/l as P,
nwismn.01.02000164,Sample-Routine,Water,Surface Water,2020-04-23,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00901A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Nitrogen,Suspended,0.207,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-06-01,,0.03,mg/l,
nwismn.01.02000164,Sample-Routine,Water,Surface Water,2020-04-23,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00901A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Turbidity,Total,11.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-05-01,value extrapolated at low end,2.0,NTRU,
nwismn.01.02100029,Sample-Routine,Water,Surface Water,2020-12-08,11:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03324A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.04,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-12-17,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02100029,Sample-Routine,Water,Surface Water,2020-12-08,11:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03324A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-12-17,,0.02,mg/l as P,
nwismn.01.02100029,Sample-Routine,Water,Surface Water,2020-12-08,11:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03324A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.165,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2021-01-14,,0.03,mg/l,
nwismn.01.02100029,Sample-Routine,Water,Surface Water,2020-12-08,11:30:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03324A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Turbidity,Total,3.4,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-12-14,value extrapolated at low end,2.0,NTRU,
nwismn.01.02000301,Quality Control Sample-Field Replicate,Water,Surface Water,2020-08-11,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01763A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.09,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-08-24,,0.02,mg/l as P,
nwismn.01.02000301,Quality Control Sample-Field Replicate,Water,Surface Water,2020-08-11,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01763A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.03,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-08-26,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02000301,Quality Control Sample-Field Replicate,Water,Surface Water,2020-08-11,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01763A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.391,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-09-21,,0.03,mg/l,
nwismn.01.02000301,Quality Control Sample-Field Replicate,Water,Surface Water,2020-08-11,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01763A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Turbidity,Total,16.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-08-14,value extrapolated at low end,2.0,NTRU,
nwismn.01.02000142,Sample-Routine,Water,Surface Water,2020-01-13,12:00:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03327A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Total,0.04,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-01-21,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02000142,Sample-Routine,Water,Surface Water,2020-01-13,12:00:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03327A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Dissolved,0.03,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-01-21,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02000142,Sample-Routine,Water,Surface Water,2020-01-13,12:00:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03327A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Nitrogen,Suspended,0.032,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-02-17,below the reporting level but at or above the detection level,0.03,mg/l,
nwismn.01.02000142,Sample-Routine,Water,Surface Water,2020-01-13,12:00:00,CST,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-03327A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Turbidity,Total,3.5,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-01-16,value extrapolated at low end,2.0,NTRU,
nwismn.01.02000234,Sample-Routine,Water,Surface Water,2020-06-24,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01755A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.13,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-06-29,,0.02,mg/l as P,
nwismn.01.02000234,Sample-Routine,Water,Surface Water,2020-06-24,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01755A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-06-29,,0.02,mg/l as P,
nwismn.01.02000234,Sample-Routine,Water,Surface Water,2020-06-24,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01755A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.679,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-07-30,,0.03,mg/l,
nwismn.01.02000234,Sample-Routine,Water,Surface Water,2020-06-24,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01755A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Turbidity,Total,36.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-07-01,,2.0,NTRU,
nwismn.01.02000229,Sample-Routine,Water,Surface Water,2020-06-17,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01753A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.11,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-06-23,,0.02,mg/l as P,
nwismn.01.02000229,Sample-Routine,Water,Surface Water,2020-06-17,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01753A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-06-23,,0.02,mg/l as P,
nwismn.01.02000229,Sample-Routine,Water,Surface Water,2020-06-17,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01753A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.478,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-07-21,,0.03,mg/l,
nwismn.01.02000229,Sample-Routine,Water,Surface Water,2020-06-17,11:00:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-01753A,,70,USGS parameter code 82398,Grab sample  (dip),US WBH-96 weighted-bottle sampler,,Turbidity,Total,27.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-06-19,,2.0,NTRU,
nwismn.01.02000171,Quality Control Sample-Field Replicate,Water,Surface Water,2020-05-07,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00907A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Phosphorus,Total,0.05,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2020-05-12,,0.02,mg/l as P,
nwismn.01.02000171,Quality Control Sample-Field Replicate,Water,Surface Water,2020-05-07,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00907A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2020-05-12,,0.02,mg/l as P,
nwismn.01.02000171,Quality Control Sample-Field Replicate,Water,Surface Water,2020-05-07,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00907A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Nitrogen,Suspended,0.376,mg/l,,Preliminary,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2020-06-11,,0.03,mg/l,
nwismn.01.02000171,Quality Control Sample-Field Replicate,Water,Surface Water,2020-05-07,11:30:00,CDT,,,,,,,,,,,USGS - Minnesota Water Science Center,ID-00907A,,70,USGS parameter code 82398,Grab sample  (dip),Weighted-bottle sampler,,Turbidity,Total,15.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2020-05-13,value extrapolated at low end,2.0,NTRU,
